person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,cibil_score
24,48200,RENT,3.0,VENTURE,5000,10.38,0,0.1,N,3,794
23,117696,MORTGAGE,2.0,MEDICAL,15000,6.03,0,0.13,N,4,823
26,54000,RENT,0.0,MEDICAL,13200,14.91,1,0.24,Y,2,676
24,38000,RENT,0.0,PERSONAL,12000,11.89,1,0.32,N,3,756
22,52000,MORTGAGE,6.0,EDUCATION,9750,13.06,0,0.19,Y,2,708
32,1200000,MORTGAGE,1.0,VENTURE,12000,7.51,0,0.01,N,8,898
34,948000,MORTGAGE,18.0,PERSONAL,2000,9.99,0,0.0,N,7,761
29,70500,RENT,5.0,PERSONAL,35000,8.9,1,0.5,N,6,884
33,77100,RENT,6.0,DEBTCONSOLIDATION,35000,8.49,1,0.45,N,9,802
29,10000,OWN,0.0,PERSONAL,3250,11.12,1,0.33,N,9,764
28,80000,RENT,12.0,EDUCATION,35000,15.62,1,0.44,N,10,670
29,80000,RENT,2.0,DEBTCONSOLIDATION,35000,12.68,1,0.44,Y,10,709
35,648000,MORTGAGE,6.0,PERSONAL,10000,17.19,1,0.02,Y,8,632
29,85000,RENT,1.0,PERSONAL,35000,11.99,1,0.41,N,8,795
31,73000,RENT,8.0,EDUCATION,35000,19.29,1,0.48,Y,10,605
34,89000,RENT,3.0,HOMEIMPROVEMENT,35000,18.25,1,0.39,N,8,651
27,100000,RENT,1.0,DEBTCONSOLIDATION,35000,16.11,1,0.35,N,9,728
30,10200,OWN,,HOMEIMPROVEMENT,5500,10.36,1,0.54,N,8,789
30,504000,RENT,4.0,DEBTCONSOLIDATION,3000,11.36,0,0.01,N,9,782
35,500000,MORTGAGE,17.0,DEBTCONSOLIDATION,20000,13.85,0,0.04,Y,7,703
35,500000,MORTGAGE,6.0,DEBTCONSOLIDATION,7500,12.29,0,0.01,Y,9,703
33,468000,MORTGAGE,14.0,DEBTCONSOLIDATION,3750,15.62,1,0.01,Y,10,678
34,120000,RENT,17.0,VENTURE,35000,10.59,0,0.29,N,6,786
27,10400,OWN,,PERSONAL,4750,14.72,1,0.46,Y,7,719
33,138000,RENT,0.0,PERSONAL,35000,18.64,1,0.25,Y,7,640
34,156000,RENT,4.0,EDUCATION,35000,,0,0.22,N,5,886
30,10800,OWN,,EDUCATION,2400,9.99,1,0.22,N,7,794
29,160000,RENT,4.0,VENTURE,35000,14.27,0,0.22,Y,8,717
31,150000,RENT,,EDUCATION,35000,18.25,1,0.23,N,6,698
33,400000,MORTGAGE,9.0,PERSONAL,15000,6.03,0,0.04,N,10,888
31,400000,MORTGAGE,5.0,HOMEIMPROVEMENT,28000,7.49,0,0.07,N,6,864
29,400000,MORTGAGE,10.0,EDUCATION,25000,11.12,0,0.06,N,8,764
34,325550,MORTGAGE,3.0,MEDICAL,35000,16.77,1,0.09,Y,6,683
33,390000,MORTGAGE,8.0,MEDICAL,35000,10.99,0,0.09,N,8,797
27,390000,MORTGAGE,11.0,PERSONAL,10000,11.26,0,0.03,N,6,769
28,165000,RENT,3.0,DEBTCONSOLIDATION,35000,11.49,0,0.21,N,9,786
30,170000,RENT,4.0,EDUCATION,35000,13.06,0,0.21,Y,9,726
33,250000,RENT,0.0,MEDICAL,35000,7.29,0,0.14,N,7,885
30,81000,RENT,14.0,DEBTCONSOLIDATION,34000,10.59,1,0.42,N,8,754
28,11029,MORTGAGE,12.0,MEDICAL,2150,10.78,1,0.19,Y,7,733
30,350000,OWN,3.0,PERSONAL,32000,6.62,0,0.09,N,7,838
33,350000,MORTGAGE,0.0,VENTURE,10000,14.65,0,0.03,Y,10,702
28,350000,RENT,1.0,DEBTCONSOLIDATION,20000,,0,0.06,N,9,766
35,350000,MORTGAGE,10.0,VENTURE,35000,17.49,0,0.1,N,7,673
29,338000,RENT,3.0,HOMEIMPROVEMENT,24000,17.8,1,0.07,N,8,580
34,287300,RENT,1.0,MEDICAL,15000,12.41,1,0.04,Y,8,744
32,348000,MORTGAGE,16.0,MEDICAL,25000,11.83,0,0.07,N,8,756
30,340000,MORTGAGE,2.0,HOMEIMPROVEMENT,25000,18.3,0,0.07,N,8,538
28,336000,RENT,1.0,VENTURE,2150,13.06,0,0.01,Y,5,702
34,334000,OWN,18.0,EDUCATION,18000,12.68,0,0.05,Y,10,714
34,69996,RENT,13.0,MEDICAL,32000,10.99,1,0.46,N,8,778
28,11340,OWN,,DEBTCONSOLIDATION,2325,6.39,1,0.21,N,7,849
30,11440,OWN,3.0,MEDICAL,1750,12.73,0,0.15,Y,5,728
28,73000,RENT,0.0,PERSONAL,32000,11.99,1,0.44,N,9,759
28,105500,RENT,1.0,DEBTCONSOLIDATION,31000,8.49,0,0.29,N,9,831
29,74000,RENT,2.0,DEBTCONSOLIDATION,30750,,1,0.42,N,6,672
32,307000,OWN,10.0,VENTURE,11000,14.26,0,0.04,Y,10,738
31,305000,MORTGAGE,0.0,HOMEIMPROVEMENT,35000,17.58,0,0.11,Y,10,658
27,300000,MORTGAGE,6.0,DEBTCONSOLIDATION,10000,14.27,0,0.03,Y,7,736
30,300000,MORTGAGE,13.0,EDUCATION,4000,10.65,0,0.01,N,10,789
34,61200,RENT,18.0,MEDICAL,30000,11.71,1,0.49,N,8,763
27,75000,RENT,11.0,PERSONAL,30000,10.65,1,0.4,N,5,753
29,80000,RENT,2.0,MEDICAL,30000,12.42,1,0.38,N,9,769
34,80000,RENT,0.0,DEBTCONSOLIDATION,30000,6.62,1,0.38,N,5,827
34,300000,MORTGAGE,18.0,DEBTCONSOLIDATION,16000,10.74,0,0.05,N,9,763
29,244800,RENT,8.0,MEDICAL,8000,14.09,1,0.03,N,5,693
31,300000,MORTGAGE,1.0,VENTURE,25000,14.83,0,0.08,N,9,683
32,288000,MORTGAGE,8.0,DEBTCONSOLIDATION,25000,14.83,1,0.09,Y,10,662
28,288000,RENT,5.0,DEBTCONSOLIDATION,25000,17.93,1,0.09,N,8,630
29,105000,RENT,6.0,HOMEIMPROVEMENT,30000,5.99,0,0.29,N,8,896
29,112260,RENT,5.0,EDUCATION,30000,17.49,0,0.27,N,10,688
34,286000,MORTGAGE,11.0,VENTURE,30000,6.62,0,0.1,N,6,827
34,285000,RENT,5.0,EDUCATION,21000,11.71,0,0.07,N,10,774
33,285000,MORTGAGE,0.0,DEBTCONSOLIDATION,10000,13.99,0,0.04,N,7,731
30,232050,MORTGAGE,14.0,MEDICAL,25000,17.93,1,0.09,Y,9,608
28,285000,MORTGAGE,4.0,PERSONAL,25000,16.32,0,0.09,N,6,627
31,284400,MORTGAGE,,VENTURE,5000,,0,0.02,N,9,780
35,280000,MORTGAGE,19.0,HOMEIMPROVEMENT,21600,12.99,0,0.08,N,8,716
29,280000,MORTGAGE,6.0,VENTURE,15000,12.99,0,0.05,N,7,722
28,280000,MORTGAGE,3.0,HOMEIMPROVEMENT,20000,11.36,0,0.07,N,5,762
28,12000,OWN,,EDUCATION,3000,9.62,1,0.25,N,5,759
31,128000,RENT,2.0,VENTURE,30000,16.29,1,0.23,N,10,665
31,275000,MORTGAGE,9.0,PERSONAL,25000,13.85,0,0.09,N,6,705
31,273655,MORTGAGE,4.0,DEBTCONSOLIDATION,19600,7.51,0,0.07,N,5,847
27,258000,RENT,11.0,EDUCATION,35000,18.64,1,0.14,Y,7,610
30,270000,MORTGAGE,7.0,HOMEIMPROVEMENT,35000,19.69,0,0.13,N,8,602
30,270000,MORTGAGE,14.0,DEBTCONSOLIDATION,21000,11.26,0,0.08,N,6,777
30,267000,MORTGAGE,7.0,HOMEIMPROVEMENT,25000,10.36,0,0.09,N,9,790
31,73000,RENT,15.0,HOMEIMPROVEMENT,29700,11.11,1,0.41,N,7,764
29,148616,RENT,2.0,EDUCATION,29550,8.9,0,0.2,N,9,859
27,81300,RENT,3.0,VENTURE,29000,12.69,1,0.36,N,6,762
29,89000,RENT,1.0,EDUCATION,28800,7.49,1,0.32,N,6,841
28,12000,OWN,,MEDICAL,2000,10.75,1,0.17,N,6,794
29,260000,MORTGAGE,0.0,HOMEIMPROVEMENT,20000,10.37,0,0.08,N,9,766
31,260000,MORTGAGE,14.0,VENTURE,18000,8.94,0,0.07,N,9,870
31,260000,MORTGAGE,6.0,DEBTCONSOLIDATION,25000,13.57,0,0.1,Y,10,727
31,258000,MORTGAGE,3.0,PERSONAL,28000,5.99,0,0.11,N,5,812
28,250000,MORTGAGE,3.0,PERSONAL,35000,11.71,0,0.14,N,7,766
27,238000,RENT,11.0,HOMEIMPROVEMENT,12000,17.27,1,0.05,N,7,664
27,65000,RENT,4.0,EDUCATION,28000,7.9,1,0.43,N,6,835
34,12000,OWN,0.0,HOMEIMPROVEMENT,3250,10.99,1,0.27,N,5,777
32,202300,MORTGAGE,9.0,MEDICAL,25000,14.59,1,0.11,N,7,664
29,250000,MORTGAGE,12.0,VENTURE,8000,7.51,0,0.03,N,10,874
31,250000,MORTGAGE,2.0,MEDICAL,4000,14.22,0,0.02,Y,10,730
35,250000,OWN,8.0,VENTURE,15000,9.88,0,0.06,N,5,753
28,96000,RENT,3.0,HOMEIMPROVEMENT,28000,7.9,0,0.29,N,10,898
29,12000,OWN,0.0,HOMEIMPROVEMENT,4500,11.14,1,0.38,N,6,783
27,111000,RENT,11.0,PERSONAL,28000,7.9,0,0.25,N,8,851
35,115000,RENT,1.0,VENTURE,28000,9.91,0,0.24,N,6,776
35,87550,RENT,3.0,MEDICAL,28000,18.62,1,0.27,N,10,587
27,12000,OWN,0.0,EDUCATION,8125,14.42,1,0.68,Y,5,679
27,240000,MORTGAGE,1.0,EDUCATION,35000,7.9,0,0.15,N,7,844
32,240000,MORTGAGE,5.0,MEDICAL,8400,7.51,0,0.04,N,5,883
31,240000,MORTGAGE,15.0,MEDICAL,5500,5.42,0,0.02,N,5,828
29,240000,MORTGAGE,5.0,VENTURE,10000,8.49,0,0.04,N,8,852
30,240000,MORTGAGE,8.0,VENTURE,28000,16.49,0,0.12,Y,7,678
28,240000,MORTGAGE,3.0,VENTURE,8400,,0,0.04,N,8,672
29,228000,MORTGAGE,11.0,DEBTCONSOLIDATION,35000,14.91,1,0.15,N,8,699
29,240000,MORTGAGE,10.0,EDUCATION,5000,7.88,0,0.02,N,8,820
30,240000,RENT,7.0,PERSONAL,18000,7.88,0,0.07,N,10,842
32,193800,RENT,0.0,MEDICAL,20000,11.83,1,0.09,N,6,759
27,52000,RENT,5.0,MEDICAL,26000,10.99,1,0.5,N,10,790
29,110000,RENT,9.0,DEBTCONSOLIDATION,25600,,0,0.23,N,5,761
31,122000,RENT,2.0,EDUCATION,25600,15.96,0,0.21,Y,7,729
27,57000,RENT,,HOMEIMPROVEMENT,25475,15.99,1,0.45,Y,7,682
27,231252,MORTGAGE,1.0,DEBTCONSOLIDATION,2000,9.91,0,0.01,N,6,767
32,230000,RENT,16.0,HOMEIMPROVEMENT,35000,,0,0.15,N,9,877
29,230000,MORTGAGE,,MEDICAL,8500,7.49,0,0.04,N,10,821
34,40000,RENT,3.0,MEDICAL,25000,10.25,1,0.63,N,8,770
27,47000,RENT,3.0,VENTURE,25000,15.7,1,0.53,Y,10,650
33,48000,RENT,11.0,DEBTCONSOLIDATION,25000,9.99,1,0.52,N,10,798
30,225000,RENT,2.0,MEDICAL,25000,12.42,0,0.11,N,10,792
28,225000,MORTGAGE,2.0,VENTURE,30000,8.49,0,0.13,N,6,814
33,225000,MORTGAGE,12.0,PERSONAL,8000,9.99,0,0.04,N,10,785
27,48000,RENT,2.0,PERSONAL,25000,10.59,1,0.52,N,7,746
27,225000,MORTGAGE,11.0,VENTURE,25000,15.31,0,0.11,N,5,671
29,225000,OWN,11.0,PERSONAL,24250,,0,0.11,N,7,781
28,225000,MORTGAGE,8.0,PERSONAL,16800,13.92,0,0.07,Y,5,745
27,225000,MORTGAGE,1.0,VENTURE,14000,,0,0.06,N,7,782
32,225000,MORTGAGE,4.0,PERSONAL,20000,13.92,0,0.09,N,10,740
28,225000,MORTGAGE,1.0,VENTURE,5000,7.75,0,0.02,N,5,838
28,49861,RENT,2.0,MEDICAL,25000,13.11,1,0.5,Y,7,722
29,220000,OWN,1.0,PERSONAL,14725,19.41,0,0.07,N,6,451
31,219996,MORTGAGE,3.0,MEDICAL,20000,6.54,0,0.09,N,5,865
29,218000,MORTGAGE,12.0,EDUCATION,14400,8.9,0,0.07,N,7,837
28,216000,MORTGAGE,12.0,VENTURE,15000,16.02,0,0.07,Y,8,678
28,215662,MORTGAGE,12.0,VENTURE,21000,11.99,0,0.1,N,7,795
32,53196,RENT,9.0,VENTURE,25000,11.86,1,0.47,N,9,752
30,54000,RENT,13.0,MEDICAL,25000,10.74,1,0.46,N,6,788
29,48000,RENT,9.0,HOMEIMPROVEMENT,25000,13.61,1,0.52,Y,8,706
30,210000,MORTGAGE,8.0,DEBTCONSOLIDATION,24000,11.49,0,0.11,N,6,785
30,198000,MORTGAGE,5.0,DEBTCONSOLIDATION,15000,,1,0.08,Y,9,628
30,210000,MORTGAGE,2.0,HOMEIMPROVEMENT,24250,12.87,0,0.12,Y,6,736
28,209000,OWN,4.0,PERSONAL,15000,14.84,0,0.07,Y,7,698
27,207182,MORTGAGE,11.0,VENTURE,22000,10.62,0,0.11,N,5,785
30,54383,RENT,5.0,HOMEIMPROVEMENT,25000,15.65,1,0.46,Y,7,672
27,49000,RENT,11.0,DEBTCONSOLIDATION,25000,11.36,1,0.51,N,5,794
28,13500,OWN,0.0,PERSONAL,6700,9.63,1,0.5,N,5,815
27,204000,MORTGAGE,3.0,HOMEIMPROVEMENT,25000,15.31,0,0.12,Y,6,697
34,204000,MORTGAGE,0.0,EDUCATION,16000,11.83,0,0.08,N,5,780
31,204000,RENT,0.0,VENTURE,12000,9.63,0,0.06,N,9,833
29,162350,RENT,12.0,MEDICAL,25000,21.64,1,0.13,Y,9,349
28,202040,MORTGAGE,12.0,PERSONAL,12000,14.46,0,0.06,Y,8,650
32,202000,MORTGAGE,7.0,PERSONAL,28000,10.59,0,0.14,N,7,767
31,201996,MORTGAGE,11.0,EDUCATION,20000,,0,0.1,N,10,739
30,56952,RENT,3.0,MEDICAL,25000,11.36,1,0.44,N,9,792
31,60000,RENT,4.0,HOMEIMPROVEMENT,25000,8.9,1,0.42,N,10,855
28,60000,RENT,3.0,MEDICAL,25000,13.49,1,0.42,N,10,714
29,200004,MORTGAGE,0.0,DEBTCONSOLIDATION,19000,11.83,0,0.09,N,7,797
35,200004,MORTGAGE,19.0,DEBTCONSOLIDATION,6000,7.68,0,0.03,N,8,848
29,200000,MORTGAGE,13.0,VENTURE,10000,12.69,0,0.05,N,9,766
28,200000,MORTGAGE,2.0,PERSONAL,15000,6.03,0,0.07,N,6,843
32,200000,RENT,6.0,HOMEIMPROVEMENT,35000,19.03,0,0.17,Y,8,609
28,200000,MORTGAGE,12.0,EDUCATION,25000,7.9,0,0.13,N,9,819
31,200000,MORTGAGE,8.0,DEBTCONSOLIDATION,24000,8.9,0,0.12,N,9,869
31,200000,MORTGAGE,3.0,MEDICAL,30000,8.9,0,0.15,N,5,807
28,200000,MORTGAGE,2.0,MEDICAL,15000,8.9,0,0.07,N,10,844
27,60000,RENT,11.0,VENTURE,25000,,1,0.42,N,8,783
28,61000,RENT,9.0,PERSONAL,25000,9.91,1,0.41,N,7,781
28,200000,MORTGAGE,7.0,PERSONAL,10000,6.99,0,0.05,N,7,850
35,200000,MORTGAGE,0.0,HOMEIMPROVEMENT,18000,10.99,0,0.09,N,10,791
35,188000,RENT,4.0,DEBTCONSOLIDATION,5000,16.49,1,0.03,N,9,653
28,63000,RENT,4.0,MEDICAL,25000,11.36,1,0.4,N,8,793
32,63235,RENT,3.0,HOMEIMPROVEMENT,25000,10.25,1,0.4,N,8,799
30,65000,RENT,2.0,DEBTCONSOLIDATION,25000,10.38,1,0.38,N,8,788
30,65000,RENT,15.0,HOMEIMPROVEMENT,25000,,1,0.38,N,5,769
31,65800,RENT,15.0,DEBTCONSOLIDATION,25000,7.51,1,0.38,N,9,823
27,200000,MORTGAGE,7.0,PERSONAL,15000,9.88,0,0.07,N,9,773
30,200000,RENT,5.0,DEBTCONSOLIDATION,10000,11.36,0,0.05,N,9,775
28,200000,RENT,4.0,VENTURE,25000,15.33,0,0.13,Y,7,674
27,200000,MORTGAGE,6.0,EDUCATION,10000,7.51,0,0.05,N,10,835
32,188000,RENT,14.0,DEBTCONSOLIDATION,25000,10.62,1,0.13,N,5,756
29,66000,RENT,4.0,EDUCATION,25000,11.48,1,0.38,N,10,759
29,200000,MORTGAGE,7.0,PERSONAL,14400,11.14,0,0.07,N,7,796
30,200000,MORTGAGE,0.0,MEDICAL,24250,11.48,0,0.12,N,8,761
30,200000,MORTGAGE,4.0,MEDICAL,6000,11.83,0,0.03,N,5,750
29,188000,RENT,0.0,HOMEIMPROVEMENT,25000,12.18,1,0.13,N,5,799
27,200000,MORTGAGE,6.0,EDUCATION,5000,7.74,0,0.03,N,7,824
30,200000,MORTGAGE,0.0,HOMEIMPROVEMENT,10000,8.59,0,0.05,N,7,879
28,200000,RENT,1.0,MEDICAL,24250,12.53,0,0.12,N,5,754
30,200000,MORTGAGE,5.0,PERSONAL,20000,11.48,0,0.1,N,7,768
30,69000,RENT,6.0,EDUCATION,25000,14.09,1,0.36,Y,5,653
32,69996,RENT,4.0,VENTURE,25000,15.95,1,0.36,Y,10,655
27,70000,RENT,11.0,PERSONAL,25000,11.71,1,0.36,N,7,775
33,14400,OWN,0.0,VENTURE,2000,14.79,0,0.14,N,8,748
32,64000,RENT,11.0,DEBTCONSOLIDATION,25000,15.2,1,0.39,N,5,688
29,70000,RENT,3.0,PERSONAL,25000,14.83,1,0.36,N,6,688
30,72000,RENT,5.0,VENTURE,25000,16.32,1,0.35,Y,5,658
27,72000,RENT,9.0,EDUCATION,25000,10.75,1,0.35,N,8,794
31,57800,RENT,2.0,MEDICAL,25000,17.19,1,0.37,N,8,613
32,74400,RENT,16.0,MEDICAL,25000,10.38,1,0.34,N,8,797
29,68872,RENT,2.0,PERSONAL,25000,15.95,1,0.36,Y,10,658
30,75000,RENT,9.0,PERSONAL,25000,15.2,1,0.33,N,5,664
34,75000,RENT,9.0,DEBTCONSOLIDATION,25000,10.38,1,0.33,N,8,786
29,192000,MORTGAGE,6.0,VENTURE,15000,14.27,0,0.08,Y,6,749
35,192000,MORTGAGE,11.0,HOMEIMPROVEMENT,10000,11.99,0,0.05,N,9,769
28,192000,MORTGAGE,8.0,MEDICAL,20000,,0,0.1,N,9,757
29,190000,MORTGAGE,5.0,PERSONAL,4000,6.62,0,0.02,N,5,895
31,190000,OWN,8.0,EDUCATION,15000,6.03,0,0.08,N,8,820
31,190000,MORTGAGE,4.0,DEBTCONSOLIDATION,9000,6.03,0,0.05,N,7,856
28,190000,MORTGAGE,1.0,HOMEIMPROVEMENT,35000,17.49,0,0.18,N,6,690
29,190000,MORTGAGE,3.0,EDUCATION,14000,,0,0.07,N,6,768
35,14400,OWN,2.0,DEBTCONSOLIDATION,5550,10.37,1,0.39,N,8,778
27,69000,RENT,5.0,VENTURE,25000,13.75,1,0.36,Y,6,630
30,75600,RENT,0.0,PERSONAL,25000,9.99,1,0.33,N,8,755
30,77000,RENT,7.0,PERSONAL,25000,10.75,1,0.32,N,8,753
28,190000,MORTGAGE,7.0,EDUCATION,25000,,0,0.13,N,8,792
29,190000,RENT,1.0,HOMEIMPROVEMENT,7000,9.88,0,0.04,N,9,778
31,190000,MORTGAGE,15.0,MEDICAL,24000,,0,0.13,N,10,741
27,190000,OWN,11.0,MEDICAL,23000,11.83,0,0.12,N,8,752
34,178000,MORTGAGE,4.0,DEBTCONSOLIDATION,12000,15.65,1,0.07,Y,5,650
30,190000,RENT,3.0,DEBTCONSOLIDATION,15000,11.48,0,0.08,N,8,793
33,190000,MORTGAGE,10.0,HOMEIMPROVEMENT,20000,14.11,0,0.11,N,10,664
32,190000,RENT,8.0,EDUCATION,15000,9.63,0,0.08,N,7,846
32,189996,RENT,4.0,PERSONAL,8400,9.32,0,0.04,N,8,884
33,189000,MORTGAGE,5.0,DEBTCONSOLIDATION,20000,6.17,0,0.11,N,7,845
30,78000,RENT,4.0,HOMEIMPROVEMENT,25000,,1,0.32,Y,9,680
31,78000,RENT,10.0,MEDICAL,25000,10.75,1,0.32,N,8,756
27,72000,RENT,3.0,DEBTCONSOLIDATION,25000,15.95,1,0.35,Y,6,666
33,186996,MORTGAGE,0.0,EDUCATION,25000,14.46,0,0.13,Y,8,668
29,148410,MORTGAGE,5.0,MEDICAL,11200,16.89,1,0.06,Y,9,688
28,186480,MORTGAGE,12.0,MEDICAL,10000,14.22,0,0.05,Y,9,702
29,186063,MORTGAGE,14.0,EDUCATION,25000,10.46,0,0.13,N,6,779
27,186000,MORTGAGE,0.0,HOMEIMPROVEMENT,3700,10.99,0,0.02,N,5,784
28,186000,OTHER,3.0,VENTURE,2500,7.4,0,0.01,N,9,856
27,185232,MORTGAGE,10.0,PERSONAL,35000,,0,0.19,N,8,828
30,185000,MORTGAGE,8.0,VENTURE,15000,10.99,0,0.08,N,7,799
29,173000,MORTGAGE,7.0,DEBTCONSOLIDATION,28000,17.49,1,0.16,Y,10,663
32,80000,RENT,2.0,VENTURE,25000,,1,0.31,N,8,784
35,80000,RENT,19.0,VENTURE,25000,14.09,1,0.31,Y,10,677
33,80000,RENT,0.0,MEDICAL,25000,11.86,1,0.31,N,8,779
27,183000,RENT,12.0,EDUCATION,15000,19.03,0,0.08,Y,6,625
32,80000,RENT,1.0,MEDICAL,25000,12.87,1,0.31,N,9,706
30,14400,OWN,2.0,VENTURE,1000,10.62,0,0.07,N,10,788
30,14400,OWN,0.0,HOMEIMPROVEMENT,9250,14.96,1,0.64,N,10,680
29,180396,MORTGAGE,8.0,PERSONAL,18000,12.69,0,0.1,N,9,754
29,180000,MORTGAGE,2.0,PERSONAL,31000,19.42,0,0.17,Y,8,634
30,180000,MORTGAGE,2.0,DEBTCONSOLIDATION,12500,6.03,0,0.07,N,6,851
27,180000,RENT,2.0,MEDICAL,15000,12.42,0,0.08,N,10,763
31,180000,MORTGAGE,5.0,VENTURE,9000,14.27,0,0.05,Y,6,735
32,180000,MORTGAGE,12.0,PERSONAL,10000,7.9,0,0.06,N,10,890
31,180000,OWN,15.0,EDUCATION,10000,11.71,0,0.06,N,7,773
30,14400,OWN,0.0,MEDICAL,5000,14.96,1,0.35,N,9,689
28,84000,RENT,7.0,PERSONAL,25000,15.95,0,0.3,Y,7,628
31,85000,RENT,5.0,VENTURE,25000,10.75,0,0.29,N,7,794
34,180000,MORTGAGE,9.0,EDUCATION,12900,12.99,0,0.07,Y,7,721
33,180000,MORTGAGE,17.0,DEBTCONSOLIDATION,13000,7.29,0,0.07,N,7,871
29,180000,MORTGAGE,9.0,PERSONAL,15000,5.79,0,0.08,N,6,814
30,180000,MORTGAGE,11.0,VENTURE,28000,14.91,0,0.16,Y,5,698
27,180000,RENT,4.0,PERSONAL,8000,10.37,0,0.04,N,5,754
35,180000,MORTGAGE,6.0,DEBTCONSOLIDATION,8500,6.92,0,0.05,N,8,863
28,180000,RENT,4.0,VENTURE,9000,13.8,0,0.05,N,10,703
31,85000,RENT,0.0,PERSONAL,25000,11.89,0,0.29,N,6,760
30,85000,RENT,3.0,HOMEIMPROVEMENT,25000,12.21,0,0.29,N,6,767
28,15000,OWN,2.0,PERSONAL,4375,12.42,1,0.29,N,9,791
30,180000,MORTGAGE,14.0,DEBTCONSOLIDATION,20000,11.48,0,0.11,N,8,798
31,168000,RENT,1.0,VENTURE,20000,,1,0.12,Y,7,629
33,180000,RENT,0.0,MEDICAL,7000,7.74,0,0.04,N,6,814
30,168000,MORTGAGE,8.0,EDUCATION,10000,8.94,1,0.06,N,5,869
28,168000,RENT,0.0,DEBTCONSOLIDATION,15000,17.26,1,0.09,Y,9,465
27,168000,MORTGAGE,5.0,DEBTCONSOLIDATION,24000,17.26,1,0.14,N,9,560
32,90000,RENT,2.0,PERSONAL,25000,9.99,0,0.28,N,7,789
32,90000,RENT,7.0,EDUCATION,25000,15.58,0,0.28,N,7,658
29,15000,OWN,5.0,PERSONAL,5000,7.51,1,0.33,N,7,833
28,78000,RENT,0.0,PERSONAL,25000,,1,0.32,Y,5,676
34,91000,RENT,11.0,MEDICAL,25000,11.36,0,0.27,N,5,762
31,15000,MORTGAGE,3.0,DEBTCONSOLIDATION,2000,16.89,1,0.13,Y,8,685
29,92200,RENT,7.0,VENTURE,25000,14.96,0,0.27,N,5,676
30,96000,RENT,3.0,PERSONAL,25000,,0,0.26,N,6,758
28,175000,RENT,7.0,HOMEIMPROVEMENT,6000,7.9,0,0.03,N,10,868
29,163000,RENT,,VENTURE,4000,16.29,1,0.02,N,6,671
35,175000,RENT,0.0,DEBTCONSOLIDATION,16000,11.49,0,0.09,N,10,780
29,175000,MORTGAGE,1.0,DEBTCONSOLIDATION,15000,8.49,0,0.09,N,8,802
31,175000,MORTGAGE,3.0,EDUCATION,7500,19.69,0,0.04,N,9,629
35,175000,MORTGAGE,12.0,VENTURE,2200,8.49,0,0.01,N,7,820
27,96000,RENT,11.0,HOMEIMPROVEMENT,25000,,0,0.26,N,6,634
29,97000,RENT,4.0,PERSONAL,25000,10.37,0,0.26,N,10,755
31,86000,RENT,1.0,DEBTCONSOLIDATION,25000,16.0,1,0.29,Y,5,677
29,88000,RENT,9.0,PERSONAL,25000,14.46,1,0.28,Y,10,681
33,100000,RENT,1.0,HOMEIMPROVEMENT,25000,11.66,0,0.25,N,9,741
28,15000,MORTGAGE,0.0,HOMEIMPROVEMENT,4000,15.37,1,0.27,N,10,686
35,15000,OWN,3.0,HOMEIMPROVEMENT,3700,9.32,1,0.25,N,6,861
30,75480,RENT,1.0,MEDICAL,25000,15.27,1,0.28,Y,9,724
30,102000,RENT,2.0,VENTURE,25000,9.62,0,0.25,N,8,781
35,15000,MORTGAGE,0.0,VENTURE,1925,12.84,0,0.13,N,6,734
27,103250,RENT,1.0,VENTURE,25000,12.73,0,0.24,N,10,721
29,105996,RENT,13.0,HOMEIMPROVEMENT,25000,14.83,0,0.24,N,9,673
28,175000,RENT,4.0,VENTURE,24500,,0,0.14,N,8,788
30,175000,MORTGAGE,2.0,HOMEIMPROVEMENT,6000,7.68,0,0.03,N,7,863
29,174996,MORTGAGE,8.0,EDUCATION,25000,15.28,0,0.14,Y,10,679
28,174000,MORTGAGE,2.0,PERSONAL,12000,,0,0.07,N,10,699
27,96000,RENT,1.0,VENTURE,25000,16.89,1,0.26,Y,10,681
35,110000,RENT,9.0,DEBTCONSOLIDATION,25000,13.49,0,0.23,N,8,730
34,171996,MORTGAGE,1.0,PERSONAL,15000,14.96,0,0.09,N,5,672
31,159200,MORTGAGE,1.0,DEBTCONSOLIDATION,16000,15.65,1,0.1,Y,6,689
28,159000,RENT,5.0,PERSONAL,6000,15.95,1,0.04,N,10,682
33,170004,MORTGAGE,17.0,PERSONAL,12000,7.51,0,0.07,N,9,862
31,15456,MORTGAGE,1.0,PERSONAL,4000,8.9,1,0.26,N,5,824
34,158000,MORTGAGE,2.0,VENTURE,12000,,1,0.08,N,8,735
31,158000,RENT,8.0,DEBTCONSOLIDATION,10200,15.99,1,0.06,Y,7,673
35,170000,MORTGAGE,6.0,EDUCATION,6500,7.49,0,0.04,N,10,894
34,170000,MORTGAGE,9.0,VENTURE,7500,15.99,0,0.04,N,10,688
29,170000,MORTGAGE,7.0,PERSONAL,35000,12.99,0,0.21,Y,5,745
31,170000,MORTGAGE,15.0,PERSONAL,10000,13.49,0,0.06,Y,8,712
34,15523,OWN,1.0,VENTURE,3800,7.49,1,0.24,N,9,809
